Series ID,Year,Period,Label,Value
CUUSS48BSEFJ,2017,S02,2017 Half2,195.980
CUUSS48BSEFJ,2018,S01,2018 Half1,198.059
CUUSS48BSEFJ,2018,S02,2018 Half2,198.256
CUUSS48BSEFJ,2019,S01,2019 Half1,192.378
CUUSS48BSEFJ,2019,S02,2019 Half2,193.758
CUUSS48BSEFJ,2020,S01,2020 Half1,201.668
CUUSS48BSEFJ,2020,S02,2020 Half2,201.197
CUUSS48BSEFJ,2021,S01,2021 Half1,205.059
CUUSS48BSEFJ,2021,S02,2021 Half2,201.912
CUUSS48BSEFJ,2022,S01,2022 Half1,218.112
CUUSS48BSEFJ,2022,S02,2022 Half2,232.107
