Series ID,Year,Period,Label,Value
CUUSS23ASEFJ,2017,S02,2017 Half2,208.506
CUUSS23ASEFJ,2018,S01,2018 Half1,208.688
CUUSS23ASEFJ,2018,S02,2018 Half2,208.591
CUUSS23ASEFJ,2019,S01,2019 Half1,212.295
CUUSS23ASEFJ,2019,S02,2019 Half2,212.125
CUUSS23ASEFJ,2020,S01,2020 Half1,222.831
CUUSS23ASEFJ,2020,S02,2020 Half2,227.494
CUUSS23ASEFJ,2021,S01,2021 Half1,227.526
CUUSS23ASEFJ,2021,S02,2021 Half2,227.377
CUUSS23ASEFJ,2022,S01,2022 Half1,247.100
CUUSS23ASEFJ,2022,S02,2022 Half2,261.026
